author,tags,title,url
Sultan Barakat,"Soleimani assassination,Iran,Iraq,Middle East,United States",Trump's opportunism could plunge the Middle East into turmoil,https://www.aljazeera.com/amp/indepth/opinion/trump-opportunism-plunge-middle-east-turmoil-200104080741894.html
Ibrahim Al-Marashi,"Soleimani assassination,Iraq,Iran,Middle East",Soleimani's death will give Iran renewed legitimacy,https://www.aljazeera.com/amp/indepth/opinion/soleimani-death-give-iran-renewed-legitimacy-200103123848983.html
Denijal Jegic,"Israel,The Far Right,Brazil,Racism",Israel: A model for the far right,https://www.aljazeera.com/amp/indepth/opinion/israel-model-191231050742080.html
Hamid Dabashi,"Middle East,Christianity,Religion,Asia,Latin America",Decolonising Jesus Christ,https://www.aljazeera.com/amp/indepth/opinion/decolonising-jesus-christ-200106160749770.html
Adnan Abu Amer,"Middle East,Gaza,Egypt,Israel,Palestine",What is behind the foreign tour by Hamas's Haniya?,https://www.aljazeera.com/amp/indepth/opinion/foreign-tour-hamas-haniya-200106122229589.html
Marwan Bishara,"Soleimani assassination,Middle East,Iran,Israel,Donald Trump",Trump: The American Netanyahu,https://www.aljazeera.com/amp/indepth/opinion/trump-american-netanyahu-200107145858311.html
Maija Liuhto,"Finland,Women's Rights,Pakistan,Europe,Asia",Before Sanna Marin came Benazir Bhutto,https://www.aljazeera.com/amp/indepth/opinion/sanna-marin-benazir-bhutto-191223143528011.html
Belen Fernandez,"Asylum Seekers,Latin America,Honduras,El Salvador,Guatemala",How the US made the so-called 'safe third countries' unsafe,https://www.aljazeera.com/amp/indepth/opinion/called-safe-countries-unsafe-191228125542912.html
Abdelwahab El-Affendi  ,"Islam,Islamophobia,Religion,Israel,United Arab Emirates","Israel, UAE and the hypocritical manipulation of religion",https://www.aljazeera.com/amp/indepth/opinion/israel-uae-hypocritical-manipulation-religion-191226090446952.html
Hamid Dabashi,"United Kingdom,Colonialism,Television,History","The Crown, the Queen and their colonies",https://www.aljazeera.com/amp/indepth/opinion/crown-queen-colonies-191227095320422.html
JN Joniad ,"Rohingya,Myanmar,Refugees,Education,Asia","We, the Rohingya youth, demand our right to an education",https://www.aljazeera.com/amp/indepth/opinion/rohingya-youth-demand-education-191229095213580.html
Mona Fawaz,"Lebanon,Inequality,Middle East",What protests in Lebanon can tell us about inequality worldwide,https://www.aljazeera.com/amp/indepth/opinion/protests-lebanon-inequality-worldwide-191229135952800.html
Imad K Harb,"Lebanon,Middle East",The imminent failure of Lebanon's new prime minister,https://www.aljazeera.com/amp/indepth/opinion/imminent-failure-lebanon-prime-minister-191225165059777.html
Antonio J Montalvan II,"Philippines,Rodrigo Duterte,Asia Pacific",What did Duterte's martial law achieve in Mindanao?,https://www.aljazeera.com/amp/indepth/opinion/duterte-martial-law-achieve-mindanao-191230054020719.html
"Magdi el-Gizouli,Abraham T Zere","Sudan,Refugees,Eritrea,Xenophobia Attacks,Racism",Xenophobia threatens to undermine Sudan's revolution,https://www.aljazeera.com/amp/indepth/opinion/xenophobia-threatens-undermine-sudan-revolution-191228092525666.html
Tara Houska,"Environment,Native Americans,Fossil Fuels,Indigenous rights",A voice from the forest in the corporate boardroom,https://www.aljazeera.com/amp/indepth/opinion/voice-forest-corporate-boardroom-191215110302810.html
James Sloam,"Elections,United Kingdom,Jeremy Corbyn,Labour Party,Boris Johnson",Britain's election and the deepening generational divide,https://www.aljazeera.com/amp/indepth/opinion/britain-election-deepening-generational-divide-191219095602403.html
Maral Karimi ,"Middle East,Iran",The irrelevance of Iran's reformists,https://www.aljazeera.com/amp/indepth/opinion/irrelevance-iran-reformists-191222093954547.html
David A Love,"Facebook,The Far Right,Press Freedom,Elections,Mark Zuckerberg",It is time for Facebook to stop coddling the far right,https://www.aljazeera.com/amp/indepth/opinion/time-facebook-stop-coddling-191216131255890.html
Hana Al-Khamri,"Middle East,Saudi Arabia,Poverty & Development",Vision 2030 and poverty in Saudi Arabia,https://www.aljazeera.com/amp/indepth/opinion/vision-2030-poverty-saudi-arabia-191210115057234.html
Ahsan I Butt,"Afghanistan,Asia,Iraq,Middle East",The Afghan war: A failure made in the USA,https://www.aljazeera.com/amp/indepth/opinion/afghan-war-failure-usa-191223104820851.html
Saeid Golkar,"Iran,Elections,Middle East",The 2020 parliamentary election is causing much anxiety in Tehran,https://www.aljazeera.com/amp/indepth/opinion/2020-parliamentary-election-causing-anxiety-tehran-191213162204935.html
Azeezah Kanji,"Rohingya,Myanmar,Genocide",Myanmar: Defending genocide at the ICJ,https://www.aljazeera.com/amp/indepth/opinion/myanmar-defending-genocide-icj-191219113440939.html
Kamaran Palani,"Middle East,Iraq",Iraq's crisis: Deadlock or political opportunity?,https://www.aljazeera.com/amp/indepth/opinion/iraq-unique-crisis-191224094929411.html
Jeffrey Boakye,"United Kingdom,Europe,Racism",Talking racism in the UK,https://www.aljazeera.com/amp/indepth/opinion/talking-racism-uk-191225134048656.html
Richard Javad Heydarian,"China,World Bank,Business & Economy",What to make of Trump's outburst over World Bank loans to China,https://www.aljazeera.com/amp/indepth/opinion/trump-outburst-world-bank-loans-china-191223101315230.html
Andrew Mitrovica,"Trump Impeachment Inquiry,United States,US & Canada", The technocracy that helped Trump win now wants him impeached,https://www.aljazeera.com/amp/indepth/opinion/technocracy-helped-trump-win-impeached-191215075921729.html
Indrika Ratwatte,"Afghanistan,Refugees,Asia,Iran,Pakistan",Ending the Afghan exile,https://www.aljazeera.com/amp/indepth/opinion/afghan-exile-191215111746377.html
Christopher Gunness,"Middle East,Palestine,UNRWA,United States",Repurposing the UNRWA in a post-truth world,https://www.aljazeera.com/amp/indepth/opinion/repurposing-unrwa-post-truth-world-191216064604471.html
Mikhail Krutikhin,"China,Russia,Energy,Business & Economy",Power of Siberia or power of China?,https://www.aljazeera.com/amp/indepth/opinion/power-siberia-power-china-191218112035197.html
Yohannes Gedamu,"Ethiopia,Abiy Ahmed,Africa",Why Abiy Ahmed's Prosperity Party is good news for Ethiopia,https://www.aljazeera.com/amp/indepth/opinion/abiy-ahmed-prosperity-party-good-news-ethiopia-191212135703549.html
Marwan Bishara,"Trump Impeachment Inquiry,Longform,Donald Trump,United States",To impeach or not to impeach? Devil's advocate in Trump's defence,https://www.aljazeera.com/amp/indepth/opinion/impeach-impeach-191217163231787.html
Natalie Fenton,"Boris Johnson,United Kingdom,Elections,Media,Europe",How the British media helped Boris Johnson win,https://www.aljazeera.com/amp/indepth/opinion/british-media-helped-boris-johnson-win-191218105201184.html
Yerevan Saeed ,"Middle East,Iraq,Kurds",Why the unity of the PUK is important for Iraqi Kurds,https://www.aljazeera.com/amp/indepth/opinion/unity-puk-important-iraqi-kurds-191219141344097.html
Joel Rubin,"Donald Trump,Trump Impeachment,United States",Impeachment will damage Trump - whether he is removed or not,https://www.aljazeera.com/amp/indepth/opinion/impeachment-damage-trump-removed-191218123204078.html
Raphael Tsavkko Garcia,"Brazil,Jair Bolsonaro,Latin America",Bolsonaro is laying the foundations of a new dictatorship ,https://www.aljazeera.com/amp/indepth/opinion/bolsonaro-laying-foundations-dictatorship-191209153455904.html
Gopika Bashi ,"India,Women's Rights,Asia",Violence against women and collective guilt in India,https://www.aljazeera.com/amp/indepth/opinion/violence-women-collective-guilt-india-191211110150717.html
Yoav Litvin,"US & Canada,Racism,United States,Boycott",Trump's new executive order promotes white supremacy,https://www.aljazeera.com/amp/indepth/opinion/trump-executive-order-promotes-white-supremacy-191212101618261.html
Hamid Dabashi,"Social media,Palestine,US & Canada,Media,Middle East",Sacha Baron Cohen's criticism of Facebook is his funniest joke,https://www.aljazeera.com/amp/indepth/opinion/sacha-baron-cohen-criticism-facebook-funniest-joke-191211145539014.html
Anam Zakaria,"Asia,Bangladesh,India,Pakistan",Remembering the war of 1971 in East Pakistan,https://www.aljazeera.com/amp/indepth/opinion/remembering-war-1971-east-pakistan-191216054546348.html
Dimitar Bechev,"Turkey,Russia,Energy,Europe,Fossil Fuels",TANAP and Turkey's energy ambitions,https://www.aljazeera.com/amp/indepth/opinion/tanap-turkey-energy-ambitions-191209083942386.html
Emir Suljagic,"Europe,Bosnia,Srebrenica",Peter Handke and the power of denial,https://www.aljazeera.com/amp/indepth/opinion/peter-handke-power-denial-191209094413616.html
Ulises Ali Mejias,"Science & Technology,Social media,Data,Business & Economy",Why the Global South should nationalise its data,https://www.aljazeera.com/amp/indepth/opinion/global-south-nationalise-data-191211082728186.html
Larry Beinhart,"Health,United States,US & Canada","Drugs, guns, and despair: How America is killing Americans",https://www.aljazeera.com/amp/indepth/opinion/drugs-guns-despair-america-killing-americans-191210154703005.html
Jonathan Rozen,"Nigeria,Press Freedom,Media,Africa",The secret prosecution of Nigerian journalist Jones Abiri,https://www.aljazeera.com/amp/indepth/opinion/secret-prosecution-nigerian-journalist-jones-abiri-191207094057977.html
Thomas Raines ,"Jeremy Corbyn,Boris Johnson,United Kingdom,Elections,Europe",How Corbyn and Johnson differ on key foreign policy issues,https://www.aljazeera.com/amp/indepth/opinion/corbyn-johnson-differ-key-foreign-policy-issues-191210081114048.html
Tony Greenstein,"Jeremy Corbyn,United Kingdom,Europe",Is Jeremy Corbyn a 'threat' to British Jews?,https://www.aljazeera.com/amp/indepth/opinion/jeremy-corbyn-danger-british-jews-191207065547560.html
Mohsin Dawar,"Pakistan,Asia",PTM is on a peaceful quest to free all Pakistanis from oppression,https://www.aljazeera.com/amp/indepth/opinion/ptm-peaceful-quest-free-pakistanis-oppression-191203150745058.html
Mario Arulthas,"Sri Lanka,Asia,Tamil Tigers",Trouble brews in post-election Sri Lanka,https://www.aljazeera.com/amp/indepth/opinion/trouble-brews-post-election-sri-lanka-191208094903589.html
Jason Hickel,"Environment,Global Warming,Pollution,Norway,Iceland",The dark side of the Nordic model,https://www.aljazeera.com/amp/indepth/opinion/dark-side-nordic-model-191205102101208.html
Awol K Allo ,"Abiy Ahmed,Ethiopia,Africa",Why Abiy Ahmed's Prosperity Party could be bad news for Ethiopia,https://www.aljazeera.com/amp/indepth/opinion/abiy-ahmed-prosperity-party-bad-news-ethiopia-191204130133790.html
Yara Hawari ,"Palestine,Jeremy Corbyn,Labour Party,United Kingdom,Europe",Why as a Palestinian I support Corbyn's Labour,https://www.aljazeera.com/amp/indepth/opinion/palestinian-support-corbyn-labour-191205081541598.html
"Catherine Rottenberg ,Neve Gordon","Europe,Workers' Rights,Latin America,Middle East,Asia","To survive, we need intersectional solidarity",https://www.aljazeera.com/amp/indepth/opinion/survive-intersectional-solidarity-191208111754762.html
Vijay Kolinjivadi,"Environment,Climate Change,Global Warming,Workers' Rights",Why a 'Green New Deal' must be decolonial ,https://www.aljazeera.com/amp/indepth/opinion/green-deal-decolonial-191202134707310.html
Rachael McDonnell,"Climate Change,Environment,Water",Forget about water at your peril,https://www.aljazeera.com/amp/indepth/opinion/forget-water-peril-191203103336553.html
"Rodrigo Espinoza-Troncoso,Michael Wilson-Becerril","Chile,Latin America",What is behind state violence in Chile?,https://www.aljazeera.com/amp/indepth/opinion/state-violence-chile-191202110752549.html
Abeer Butmeh,"Palestine,Environment,Climate Change",Palestine is a climate justice issue,https://www.aljazeera.com/amp/indepth/opinion/palestine-climate-justice-issue-191127102617054.html
Rashid Abdallah,"ISIS/ISIL,Africa,Burkina Faso,Mali","ISIL is not dead, it just moved to Africa",https://www.aljazeera.com/amp/indepth/opinion/isil-dead-moved-africa-191126152156781.html
Adnan Abu Amer,"Hamas,Russia, Israeli–Palestinian conflict,Gaza,Middle East",What is behind the Russia-Hamas rapprochement?,https://www.aljazeera.com/amp/indepth/opinion/russia-hamas-rapprochement-191114142215962.html
Carlos Eduardo Pina ,"Venezuela,Latin America",Is Venezuela really a threat to Latin America and the Caribbean?,https://www.aljazeera.com/amp/indepth/opinion/venezuela-threat-latin-america-caribbean-191112131344512.html
Deborah James,"Business & Economy,United States,US & Canada",The WTO 20 years after the 'battle of Seattle',https://www.aljazeera.com/amp/indepth/opinion/wto-20-years-battle-seattle-191127105414387.html
Yerevan Saeed ,"Middle East,Iraq,Kurds",The KRG's anti-corruption effort must start from its oil sector,https://www.aljazeera.com/amp/indepth/opinion/krg-anti-corruption-effort-start-oil-sector-191201091348197.html
Neil Howard ,"Workers' Rights,Human Rights,slavery",Modern slavery policy does not set people free,https://www.aljazeera.com/amp/indepth/opinion/modern-slavery-policy-set-people-free-191130160248387.html
"Jennifer Morgan,Jenny Ricks","Environment,Human Rights,Inequality",What makes COP25 special?,https://www.aljazeera.com/amp/indepth/opinion/cop-special-191127092415657.html
Andrew Mitrovica,"Canada,US & Canada",Chrystia Freeland: Trudeau's heir apparent,https://www.aljazeera.com/amp/indepth/opinion/chrystia-freeland-trudeau-heir-apparent-191202070809584.html
Patrick Gathara,"Kenya,Uhuru Kenyatta,Africa",Kenya's BBI is the political elite's attempt to rewrite history,https://www.aljazeera.com/amp/indepth/opinion/kenya-bbi-political-elite-attempt-rewrite-history-191128150130076.html
Patrick Gathara,"Africa,Colonialism",Eurafrica and the myth of African independence,https://www.aljazeera.com/amp/indepth/opinion/eurafrica-myth-african-independence-191124063734264.html
Yoav Litvin,"Bernie Sanders,Palestine, Israeli–Palestinian conflict,Middle East,United States", No 'revolution' without Palestine: A letter to Bernie Sanders,https://www.aljazeera.com/amp/indepth/opinion/revolution-palestine-letter-bernie-sanders-191122134812691.html
Kirstine Marie Thomsen,"Denmark,Women's Rights,Europe",Let's talk about consent,https://www.aljazeera.com/amp/indepth/opinion/talk-consent-191125070937173.html
Richard Javad Heydarian,"Indonesia,Asia,Joko Widodo",A revolution betrayed: The tragedy of Indonesia's Jokowi,https://www.aljazeera.com/amp/indepth/opinion/revolution-betrayed-tragedy-indonesia-jokowi-191124104212545.html
Linda Farthing,"Bolivia,Evo Morales,Latin America",How and why Evo Morales lost in Bolivia,https://www.aljazeera.com/amp/indepth/opinion/evo-morales-lost-bolivia-191125150055701.html
"Yanghee Lee,Isabel Todd","Myanmar,Human Rights,Rohingya,Asia Pacific",Myanmar's military companies should be sanctioned,https://www.aljazeera.com/amp/indepth/opinion/myanmar-military-sanctioned-191120120104014.html
Belen Fernandez,"Latin America,Asylum Seekers,Europe,US & Canada,Climate Change",Smash the patriarchy to save the planet,https://www.aljazeera.com/amp/indepth/opinion/smash-patriarchy-save-planet-191125085111823.html
Hamid Dabashi,"Middle East,Algeria,Lebanon,Egypt,Syria's War",Are the Arab revolutions back?,https://www.aljazeera.com/amp/indepth/opinion/arab-revolutions-191126074112926.html
Ruth H Hopkins,"US & Canada,United States,Colonialism",Giving thanks the Indigenous way,https://www.aljazeera.com/amp/indepth/opinion/giving-indigenous-191126104850201.html
Una Hajdari ,"Kosovo,Europe,Serbia,Donald Trump,European Union","Trump, the EU and the Kosovo conundrum",https://www.aljazeera.com/amp/indepth/opinion/trump-eu-kosovo-conundrum-191126173921274.html
Sultan Barakat,"Sri Lanka,Islamophobia,Sri Lanka bombings,Mahinda Rajapaksa,Asia",Sri Lanka's Muslims have reason to fear the new Rajapaksa era,https://www.aljazeera.com/amp/indepth/opinion/sri-lanka-muslims-reason-fear-rajapaksa-era-191121085426396.html
Tafi Mhaka,"The Gambia,Africa,Human Rights,Myanmar,Rohingya",Africa needs The Gambia's leadership on human rights,https://www.aljazeera.com/amp/indepth/opinion/africa-gambia-leadership-human-rights-191118132642431.html
Larry Beinhart,"Trump Impeachment Inquiry,Donald Trump,Ukraine,United States,Corruption",Ambassador Sondland blew the impeachment inquiry wide open,https://www.aljazeera.com/amp/indepth/opinion/ambassador-sondland-blew-impeachment-inquiry-wide-open-191122085950343.html
Denijal Jegic,"Bosnia,Islamophobia,Emmanuel Macron,France,Europe",The problem with the Bosnian responses to Macron,https://www.aljazeera.com/amp/indepth/opinion/problem-bosnian-responses-macron-191122100828687.html
